,Absolute Time,Block,Trial,Color,Trial Time,Phase,Phase Time,Rating
0,25.6866543931,1,1,2,2.49030860141,square,2.49030799791,25
1,25.8116215277,1,1,2,2.61527573643,square,2.61527483072,25
2,25.936685862,1,1,2,2.74034158001,square,2.7403421835,25
3,26.0615965487,1,1,2,2.86525105918,square,2.86525136093,25
4,26.1752547631,1,1,2,2.97891108459,square,2.9789119903,25
5,26.3002741197,1,1,2,3.10392893245,square,3.1039292342,25
6,26.4252983066,1,1,2,3.22895402461,square,3.22895462811,25
7,26.5503593204,1,1,2,3.35401624581,square,3.35401805677,25
8,26.6753228325,1,1,2,3.47897885274,square,3.47898005974,25
9,26.800299325,1,1,2,3.60395383602,square,3.60395413777,25
10,26.9253552072,1,1,2,3.72901152913,square,3.72901273612,26
11,27.0190878785,1,1,2,3.82274389826,square,3.82274420001,26
12,27.1441235361,1,1,2,3.94778076326,square,3.94778287597,26
13,27.2691293089,1,1,2,4.07278532907,square,4.07278623432,27
14,27.394078332,1,1,2,4.19773314474,square,4.19773314474,28
15,27.5191731541,1,1,2,4.32283007959,square,4.32283128705,28
16,27.6441819458,1,1,2,4.44783736207,square,4.44783796556,29
17,27.7691502883,1,1,2,4.57280661026,square,4.57280751551,29
18,27.8941427795,1,1,2,4.6977975918,square,4.69779668609,30
19,28.0191512695,1,1,2,4.82280789316,square,4.82280940237,30
20,28.144147383,1,1,2,4.94780279929,square,4.94780340279,30
21,28.2692068871,1,1,2,5.07286381256,square,5.07286562398,31
22,28.394163759,1,1,2,5.19781947695,square,5.19782008044,31
23,28.519247714,1,1,2,5.3229037337,square,5.32290494116,32
24,28.6442118301,1,1,2,5.44786754809,square,5.44786815206,32
25,28.7692257534,1,1,2,5.57288298104,square,5.57288449025,33
26,28.8942342433,1,1,2,5.69788845209,square,5.69788784813,33
27,29.0193055202,1,1,2,5.82296063472,square,5.82296063472,34
28,29.1441959827,1,1,2,5.94784988929,square,5.94784928579,34
29,29.2692379788,1,1,2,6.07289460255,square,6.07289611176,34
30,29.3942407332,1,1,2,6.19789614948,square,6.19789645122,34
31,29.5193503466,1,1,2,6.32300757384,square,6.32300968701,34
32,29.6442528833,1,1,2,6.44790799776,square,6.44790860126,34
33,29.7692822018,1,1,2,6.57293852326,square,6.57294033421,33
34,29.894257185,1,1,2,6.69791260082,square,6.69791290257,32
35,30.019310954,1,1,2,6.82296938868,square,6.82297150139,32
36,30.1442608829,1,1,2,6.9479169026,square,6.94791811006,31
37,30.2692956342,1,1,2,7.07295105048,square,7.07295195619,30
38,30.3943149913,1,1,2,7.19797252025,square,7.19797372771,30
39,30.5192431859,1,1,2,7.32289950782,square,7.32290071528,29
40,30.6442957474,1,1,2,7.44795116363,square,7.44795206934,29
41,30.7693317067,1,1,2,7.57298893435,square,7.57299074531,28
42,30.894297936,1,1,2,7.69795365399,square,7.69795395574,27
43,31.0192532982,1,1,2,7.82290780917,square,7.8229078087,27
44,31.1443837401,1,1,2,7.94804036384,square,7.94804157084,26
45,31.2693508752,1,1,2,8.07300689491,square,8.07300810236,26
46,31.3942905404,1,1,2,8.1979450509,square,8.1979450509,25
47,31.5193062751,1,1,2,8.32296108734,square,8.32296138909,24
48,31.6444373205,1,1,2,8.44809484947,square,8.44809635868,23
49,31.7693573651,1,1,2,8.57301368657,square,8.57301489403,22
50,31.8943552896,1,1,2,8.69801100763,square,8.69801130937,22
51,32.0193879283,1,1,2,8.82304425025,square,8.82304575946,21
52,32.1443870608,1,1,2,8.94804428797,square,8.94804579718,21
53,32.2693412155,1,1,2,9.07299572602,square,9.07299572602,21
54,32.3943970976,1,1,2,9.19805372087,square,9.19805492833,21
55,32.5193763068,1,1,2,9.32303202478,square,9.32303262828,21
56,32.6445176154,1,1,2,9.44817484263,square,9.4481769558,21
57,32.7568817516,1,1,2,9.56053746957,square,9.56053837528,21
58,32.881938539,1,1,2,9.68559606839,square,9.68559818109,21
59,33.0068939016,1,1,2,9.81054961961,square,9.8105508266,21
60,33.1318725073,1,1,2,9.93552701781,square,9.93552701734,21
61,33.256872545,1,1,2,10.0605273573,square,10.0605273573,21
62,33.3819389921,1,1,2,10.1855953136,square,10.1855968228,21
63,33.5068877134,1,1,2,10.3105431297,square,10.3105437332,21
64,33.6206585215,1,1,2,10.4243145417,square,10.424315447,21
65,33.7456277697,1,1,2,10.549282582,square,10.549282582,21
66,33.8706927076,1,1,2,10.6743490291,square,10.6743508405,21
67,33.9956682944,1,1,2,10.7993243146,square,10.7993255216,21
68,34.1206444851,1,1,2,10.9242992979,square,10.9242992974,21
69,34.245685576,1,1,2,11.0493418979,square,11.0493443124,22
70,34.3706831988,1,1,2,11.174338615,square,11.1743392185,22
71,34.4843682786,1,1,2,11.2880242988,square,11.2880255058,23
72,34.6092641745,1,1,2,11.412919289,square,11.4129192885,23
73,34.7343577892,1,1,2,11.5380144129,square,11.5380156199,24
74,34.8593907296,1,1,2,11.6630470515,square,11.6630479568,25
75,34.9902704163,1,1,2,11.793925832,square,11.793926436,26
76,35.109343111,1,1,2,11.9129976216,square,11.9129979233,26
77,35.2343935594,1,1,2,12.0380498813,square,12.0380513906,27
78,35.3593622036,1,1,2,12.1630170164,square,12.1630173181,28
79,35.4843975594,1,1,2,12.2880535792,square,12.2880544844,29
80,35.6093725427,1,1,2,12.4130282607,square,12.4130285624,29
81,35.7344851745,1,1,2,12.5381411943,square,12.5381424017,30
82,35.85940703,1,1,2,12.663062748,square,12.6630636537,31
83,35.9843889563,1,1,2,12.7880443726,square,12.7880446743,31
84,36.1094439328,1,1,2,12.9131002543,square,12.9131017635,32
85,36.2344306884,1,1,2,13.0380861047,square,13.0380867082,33
86,36.3595167566,1,1,2,13.1631754935,square,13.1631767005,33
87,36.4844162748,1,1,2,13.2880722946,square,13.2880731998,34
88,36.6094640065,1,1,2,13.413120328,square,13.4131212337,34
89,36.7344987583,1,1,2,13.5381550798,square,13.538156589,35
90,36.8594909473,1,1,2,13.6631484767,square,13.6631496842,36
91,36.9844650254,1,1,2,13.7881210451,square,13.7881216486,36
92,37.1095224167,1,1,2,13.9131802474,square,13.9131820588,37
93,37.2344916645,1,1,2,14.0381479864,square,14.0381485899,38
94,37.3594784201,1,1,2,14.1631332329,square,14.1631332324,38
95,37.4845499992,1,1,2,14.2882066229,square,14.2882078299,39
96,37.609488457,1,1,2,14.4131450807,square,14.4131462881,39
97,37.734546754,1,1,2,14.5382027738,square,14.5382039812,39
98,37.8595157,1,1,2,14.6631717202,square,14.6631729272,38
99,37.9845284158,1,1,2,14.7881838321,square,14.7881844356,38
100,38.1095613567,1,1,2,14.9132179804,square,14.9132194896,37
101,38.2345309062,1,1,2,15.0381863224,square,15.0381872281,37
102,38.3595852791,1,1,2,15.1632419028,square,15.1632437138,36
103,38.4845563383,1,1,2,15.2882120563,square,15.2882126598,35
104,38.6096448214,1,1,2,15.4133008411,square,15.4133017464,35
105,38.734588109,1,1,2,15.5382444309,square,15.5382456379,34
106,38.8596135029,1,1,2,15.6632698248,square,15.6632707305,34
107,38.9895921345,1,1,2,15.7932472485,square,15.7932469468,33
108,39.1096141823,1,1,2,15.913270806,square,15.9132720134,32
109,39.2345656203,1,1,2,16.0382204331,square,16.0382204326,32
110,39.3595756195,1,1,2,16.1632319414,square,16.1632328467,32
111,39.4846212384,1,1,2,16.2882766547,square,16.2882775599,31
112,39.6095781098,1,1,2,16.4132347335,square,16.4132362427,31
113,39.7346424442,1,1,2,16.5382984639,square,16.5382996714,30
114,39.8596171252,1,1,2,16.6632734472,square,16.6632743524,29
115,39.9846328599,1,1,2,16.7882882762,square,16.7882891814,29
116,40.1097020237,1,1,2,16.9133586474,square,16.9133604583,28
117,40.23464501,1,1,2,17.0383010297,square,17.0383022372,28
118,40.3596767429,1,1,2,17.1633324609,square,17.1633333666,27
119,40.4846973075,1,1,2,17.2883545347,square,17.2883563456,26
120,40.6096252003,1,1,2,17.413281824,square,17.4132827292,26
121,40.7346777618,1,1,2,17.5383340837,square,17.5383355925,25
122,40.8596802144,1,1,2,17.6633356307,square,17.6633359324,25
123,40.9847312667,1,1,2,17.7883881922,square,17.7883893992,24
124,41.1096612727,1,1,2,17.9133169907,square,17.9133175942,24
125,41.2346706679,1,1,2,18.0383263859,square,18.0383272916,23
126,41.3597458689,1,1,2,18.1634024926,square,18.1634043036,23
127,41.4847196448,1,1,2,18.2883759667,square,18.288376872,22
128,41.6097338703,1,1,2,18.413390494,square,18.4133910974,22
129,41.7347345115,1,1,2,18.5383905317,square,18.5383917387,21
130,41.8597405865,1,1,2,18.6633960027,square,18.6633966062,21
131,41.9847164755,1,1,2,18.7883712878,square,18.7883712878,20
132,42.1097406619,1,1,2,18.9133969839,square,18.9133981913,19
133,42.2347545852,1,1,2,19.0384109071,square,19.0384121146,19
134,42.3597431523,1,1,2,19.1633988703,square,19.1633994742,18
135,42.4847513405,1,1,2,19.288405851,square,19.2884061527,18
136,42.6097012693,1,1,2,19.413357289,square,19.4133581948,17
137,42.7348600859,1,1,2,19.5385170113,square,19.5385185205,17
138,42.8597795265,1,1,2,19.6634355467,square,19.6634364519,16
139,42.9897850235,1,1,2,19.793439534,square,19.793439534,16
140,43.109768433,1,1,2,19.9134238493,square,19.9134256607,15
141,43.2347666598,1,1,2,20.0384214721,square,20.0384217738,15
142,43.3598186178,1,1,2,20.1634746375,square,20.163475845,15
143,43.4848243906,1,1,2,20.2884810143,square,20.28848192,14
144,43.6097987704,1,1,2,20.4134547901,square,20.4134556958,14
145,43.7348691416,1,1,2,20.5385257653,square,20.5385275763,13
146,43.8598151463,1,1,2,20.6634705625,square,20.6634714678,13
147,43.9848661986,1,1,2,20.7885231241,square,20.788524935,12
148,44.1097937897,1,1,2,20.913448602,square,20.913448602,12
149,44.2348735188,1,1,2,21.0385298403,square,21.0385310478,11
150,44.3598651043,1,1,2,21.1635208223,square,21.1635217275,11
151,44.4848862723,1,1,2,21.2885407829,square,21.2885407829,11
152,44.6097879033,1,1,2,21.4134433195,square,21.4134433195,10
153,44.7349092891,1,1,2,21.5385653093,square,21.538566818,10
154,44.8598586144,1,1,2,21.6635140306,square,21.6635149359,9
155,44.984855935,1,1,2,21.7885107477,square,21.7885107477,9
156,45.1098475209,1,1,2,21.9135020315,square,21.9135020315,9
157,45.2349009882,1,1,2,22.0385564039,square,22.0385573097,9
158,45.3598955921,1,1,2,22.1635504048,square,22.1635504044,10
159,45.4849457387,1,1,2,22.2886023624,square,22.2886038716,11
160,45.609841031,1,1,2,22.4134958433,square,22.413496145,11
161,45.7349397773,1,1,2,22.5385951931,square,22.5385960988,12
162,45.8599005728,1,1,2,22.6635553855,square,22.6635553851,13
163,45.9849226465,1,1,2,22.7885780628,square,22.7885783645,13
164,46.1099987533,1,1,2,22.9137667636,square,22.9137700838,14
165,46.2349957721,1,1,2,23.0386517923,square,23.0386529993,14
166,46.3599447957,1,1,2,23.1636005137,square,23.1636011172,15
167,46.4849427203,1,1,2,23.2885972308,square,23.2885972308,16
168,46.6099859243,1,1,2,23.4136431515,square,23.4136446607,16
169,46.7350318446,1,1,2,23.5386875626,square,23.53868877,17
170,46.8599989796,1,1,2,23.6636546976,square,23.6636553011,17
171,46.9900325495,1,1,2,23.7936918898,square,23.7936924933,18
172,47.1100953487,1,1,2,23.9137513684,square,23.9137525759,19
173,47.2350295805,1,1,2,24.0386856007,square,24.0386868082,20
174,47.3600386744,1,1,2,24.1636949959,square,24.1636965051,20
175,47.4850000739,1,1,2,24.2886554901,square,24.2886563954,21
176,47.6100200345,1,1,2,24.4136760542,square,24.4136766577,22
177,47.7350502582,1,1,2,24.5387059762,square,24.5387071837,22
178,47.8600801802,1,1,2,24.6637368039,square,24.6637380109,23
179,47.9850663324,1,1,2,24.7887220504,square,24.7887226539,24
180,48.5294826133,1,1,2,25.3331374256,full,0.543197668158,26
181,48.5608049184,1,1,2,25.3644597307,full,0.574520274997,27
182,48.5920028565,1,1,2,25.3956585745,full,0.60571911931,27
183,48.6232406409,1,1,2,25.426897868,full,0.636959318072,27
184,48.6544802361,1,1,2,25.4581347466,full,0.66819468746,27
185,48.6857542433,1,1,2,25.4894093578,full,0.699469902087,27
186,48.71696486,1,1,2,25.5206190688,full,0.730679311324,28
187,48.7482823352,1,1,2,25.551937148,full,0.761997692287,28
188,48.7794787646,1,1,2,25.5831341804,full,0.793195026927,28
189,48.8107077945,1,1,2,25.6143626068,full,0.824422547594,28
190,48.8419914613,1,1,2,25.6456468776,full,0.855707421899,28
191,48.873225925,1,1,2,25.6768813413,full,0.886941885576,28
192,48.9044978195,1,1,2,25.7081535375,full,0.918214383535,29
193,48.9356984748,1,1,2,25.7393526831,full,0.949412925635,29
194,48.9670440229,1,1,2,25.7706991374,full,0.980759681668,29
195,48.9982247553,1,1,2,25.8018789641,full,1.01193920663,29
196,49.0295102336,1,1,2,25.8331656498,full,1.0432261941,29
197,49.0607528472,1,1,2,25.8644079617,full,1.07446880778,29
198,49.091969803,1,1,2,25.8956240118,full,1.10568425432,30
199,49.1232432066,1,1,2,25.9268983211,full,1.13695886545,30
200,49.1544773681,1,1,2,25.9581327843,full,1.16819363087,30
201,49.1857486591,1,1,2,25.9894031696,full,1.19946311042,30
202,49.217014214,1,1,2,26.0206696303,full,1.23073017458,30
203,49.2482601483,1,1,2,26.0519155646,full,1.2619764111,30
204,49.2794656334,1,1,2,26.083120144,full,1.29318008479,31
205,49.310756545,1,1,2,26.1144116595,full,1.32447220385,31
206,49.3421150735,1,1,2,26.1457704897,full,1.35583103402,31
207,49.3732233592,1,1,2,26.1768778698,full,1.38693811232,31
208,49.4045411362,1,1,2,26.2081965525,full,1.41825679503,31
209,49.4357321318,1,1,2,26.2393866428,full,1.44944658317,31
210,49.467011271,1,1,2,26.2706663855,full,1.48072692985,31
211,49.4982647519,1,1,2,26.3019201681,full,1.51198071241,32
212,49.5294983098,1,1,2,26.3331528204,full,1.54321276117,32
213,49.5607786565,1,1,2,26.3644337705,full,1.57449461706,32
214,49.5920064789,1,1,2,26.3956615934,full,1.60572213773,32
215,49.6232068324,1,1,2,26.4268616447,full,1.63692158554,32
216,49.6545596253,1,1,2,26.4582147398,full,1.66827528412,32
217,49.6857509231,1,1,2,26.4894054336,full,1.69946567621,33
218,49.7170463623,1,1,2,26.5207014768,full,1.73076202115,33
219,49.7482932024,1,1,2,26.5519489204,full,1.76200946467,33
220,49.7794920462,1,1,2,26.5831465567,full,1.79320649756,33
221,49.810785071,1,1,2,26.6144401855,full,1.8245007298,33
222,49.8420660212,1,1,2,26.6457214374,full,1.85578228347,33
223,49.8732446404,1,1,2,26.6768991509,full,1.88695909176,33
224,49.9045494376,1,1,2,26.7082042503,full,1.91826479463,34
225,49.9357688082,1,1,2,26.7394242245,full,1.94948446704,34
226,49.9670050829,1,1,2,26.7706592917,full,1.98071953421,34
227,49.9983071634,1,1,2,26.8019625796,full,2.01202312391,34
228,50.0295482678,1,1,2,26.8332036841,full,2.04326453013,34
229,50.0608020504,1,1,2,26.8644562592,full,2.07451619999,34
230,50.0920618707,1,1,2,26.8957169848,full,2.10577752907,35
231,50.1232809392,1,1,2,26.9269360537,full,2.13699659798,35
232,50.1545452871,1,1,2,26.9582013069,full,2.1682621534,35
233,50.1857737135,1,1,2,26.989428224,full,2.19948816486,35
234,50.2170649269,1,1,2,27.0207200414,full,2.23078088742,35
235,50.2483153893,1,1,2,27.0519708055,full,2.26203134982,35
236,50.2795407968,1,1,2,27.0831953073,full,2.29325524811,36
237,50.3108036355,1,1,2,27.1144590518,full,2.32451959606,36
238,50.3421205068,1,1,2,27.1457756213,full,2.3558361656,36
239,50.3732701475,1,1,2,27.1769243563,full,2.38698429707,36
240,50.4045728319,1,1,2,27.208227946,full,2.41828818852,36
241,50.4357885802,1,1,2,27.2394430907,full,2.44950303156,36
242,50.4670656063,1,1,2,27.2707207203,full,2.48078156682,36
243,50.4983082199,1,1,2,27.3019624287,full,2.51202236954,37
244,50.5295903776,1,1,2,27.3332454921,full,2.54330603639,37
245,50.5608006921,1,1,2,27.3644549008,full,2.57451484166,37
246,50.5920819445,1,1,2,27.3957370585,full,2.6057976028,37
247,50.623268412,1,1,2,27.4269244317,full,2.63698497647,37
248,50.6545523806,1,1,2,27.4582071933,full,2.66826713411,37
249,50.685839972,1,1,2,27.489495086,full,2.6995556308,37
250,50.7170753409,1,1,2,27.5207298519,full,2.73078949051,38
251,50.7483493485,1,1,2,27.5520044626,full,2.76206500735,38
252,50.7795644929,1,1,2,27.5832199091,full,2.79328045342,38
253,50.8108065031,1,1,2,27.6144610136,full,2.82452125615,38
254,50.8421004331,1,1,2,27.6457555476,full,2.85581609188,38
255,50.8733152761,1,1,2,27.6769694844,full,2.88702942524,38
256,50.9046569001,1,1,2,27.708313222,full,2.91837376636,38
257,50.9358192189,1,1,2,27.7394737294,full,2.94953367021,39
258,50.9670844725,1,1,2,27.7707395866,full,2.98080013087,39
259,50.9983346327,1,1,2,27.8019891432,full,3.01204908406,39
260,51.0296062254,1,1,2,27.8332613395,full,3.04332218599,39
261,51.0608415944,1,1,2,27.8644961049,full,3.0745560457,39
262,51.092121941,1,1,2,27.8957770551,full,3.10583729763,39
263,51.1233328595,1,1,2,27.9269879735,full,3.13704882003,39
264,51.1546095833,1,1,2,27.958266811,full,3.16832795879,39
265,51.1858265391,1,1,2,27.9894810496,full,3.1995409904,39
266,51.2171174507,1,1,2,28.0207728669,full,3.23083310947,39
267,51.2483383305,1,1,2,28.0519928411,full,3.26205278188,39
268,51.2796298456,1,1,2,28.0832849601,full,3.29334520269,39
269,51.3108301992,1,1,2,28.1144844079,full,3.3245446505,39
270,51.342237629,1,1,2,28.1458930452,full,3.3559532878,39
271,51.3733516503,1,1,2,28.1770058591,full,3.38706610119,38
272,51.4046147903,1,1,2,28.2082711123,full,3.41833195835,38
273,51.4358540839,1,1,2,28.2395085944,full,3.4495685352,38
274,51.4671214502,1,1,2,28.2707771682,full,3.480837713,38
275,51.4983553104,1,1,2,28.3020095187,full,3.51206945954,38
276,51.5296513536,1,1,2,28.3333061659,full,3.54336671019,38
277,51.5608544233,1,1,2,28.3645089343,full,3.57456887467,37
278,51.5921697859,1,1,2,28.3958252021,full,3.60588544467,37
279,51.6232907497,1,1,2,28.4269452603,full,3.63700520108,37
280,51.6546362983,1,1,2,28.4582914123,full,3.66835195664,37
281,51.6858780063,1,1,2,28.4895331208,full,3.69959366508,37
282,51.7171363169,1,1,2,28.5207908275,full,3.73085076828,37
283,51.7484214935,1,1,2,28.5520766075,full,3.76213715179,37
284,51.7796245632,1,1,2,28.5832790737,full,3.79333901452,36
285,51.8109193989,1,1,2,28.6145745134,full,3.82463505771,36
286,51.8421212616,1,1,2,28.6457757722,full,3.85583571298,36
287,51.8733895337,1,1,2,28.67704495,full,3.88710549427,36
288,51.9046433163,1,1,2,28.7082975251,full,3.91835776763,36
289,51.9358934769,1,1,2,28.739548591,full,3.94960913528,36
290,51.9670440229,1,1,2,28.7706982316,full,3.98075847421,35
291,51.9984110035,1,1,2,28.802066118,full,4.0121266623,35
292,52.0296237334,1,1,2,28.8332782439,full,4.04333818424,35
293,52.0610372005,1,1,2,28.8646911071,full,4.07475074613,35
294,52.0820038617,1,1,2,28.8856583727,full,4.09571801126,35
295,52.1034701033,1,1,2,28.9071240104,full,4.11718334723,35
296,52.13479754,1,1,2,28.9384511453,full,4.14851018041,35
297,52.1660757735,1,1,2,28.9697305863,full,4.17979113059,34
298,52.1972830696,1,1,2,29.0009366749,full,4.21099570999,34
299,52.2138736523,1,1,2,29.0175281628,full,4.22758780187,34
300,52.2450314434,1,1,2,29.0486847465,full,4.2587437816,34
301,52.2762136851,1,1,2,29.0798672899,full,4.28992662672,34
302,52.3074393943,1,1,2,29.1110926978,full,4.32115173293,34
303,52.3387632091,1,1,2,29.1424171156,full,4.35247615073,34
304,52.3699907297,1,1,2,29.173646146,full,4.38370669028,34
305,52.4011482187,1,1,2,29.2048030314,full,4.41486357572,34
306,52.4324979931,1,1,2,29.2361528059,full,4.44621335017,34
307,52.4637071006,1,1,2,29.2673616111,full,4.47742185369,34
308,52.4949865416,1,1,2,29.2986416556,full,4.50870219991,34
309,52.5262028934,1,1,2,29.3298574039,full,4.53991764644,34
310,53.0575664025,1,1,2,29.861220913,full,5.07128115557,31
311,53.0887978473,1,1,2,29.89245266,full,5.10251350608,31
312,53.1199734481,1,1,2,29.9236285626,full,5.13368850341,31
313,53.1514068381,1,1,2,29.9550613486,full,5.16512098769,30
314,53.1824985216,1,1,2,29.9861521265,full,5.19621116156,30
315,53.2137945648,1,1,2,30.0174484719,full,5.22750780871,30
316,53.2451141533,1,1,2,30.0487680598,full,5.25882739713,30
317,53.2763129971,1,1,2,30.0799675076,full,5.29002684448,30
318,53.3075199914,1,1,2,30.1111738984,full,5.32123293355,30
319,53.3388972352,1,1,2,30.1425511423,full,5.35261047911,29
320,53.370060158,1,1,2,30.1737137628,full,5.38377279788,29
321,53.401323298,1,1,2,30.204977809,full,5.41503744759,29
322,53.4325423669,1,1,2,30.2361962739,full,5.44625530858,29
323,53.4637463423,1,1,2,30.2674017586,full,5.47746230289,29
324,53.4949925784,1,1,2,30.2986470894,full,5.50870733196,29
325,53.5262886221,1,1,2,30.3299437361,full,5.5400042804,29
326,53.5575140296,1,1,2,30.3611682383,full,5.57122817915,29
327,53.5887765661,1,1,2,30.3924316806,full,5.60249222489,28
328,53.6200339715,1,1,2,30.4236896895,full,5.63375053555,28
329,53.6512388526,1,1,2,30.4548933632,full,5.66495360574,28
330,53.6825315752,1,1,2,30.4861869914,full,5.69624723401,28
331,53.7137593981,1,1,2,30.5174139086,full,5.72747384943,28
332,53.7450614786,1,1,2,30.5487162909,full,5.75877683517,28
333,53.7762886975,1,1,2,30.5799429063,full,5.79000314884,28
334,53.8075436875,1,1,2,30.611198802,full,5.82125934632,27
335,53.8387422296,1,1,2,30.6423967401,full,5.85245668096,27
336,53.8701366796,1,1,2,30.6737920959,full,5.88385233842,27
337,53.9012670009,1,1,2,30.7049215115,full,5.91498145228,27
338,53.9325506678,1,1,2,30.7362057823,full,5.9462666288,27
339,53.9637649069,1,1,2,30.7674194174,full,5.9774793582,27
340,53.9950757413,1,1,2,30.7987305536,full,6.00879109837,27
341,54.0262751891,1,1,2,30.8299296997,full,6.03998994222,26
342,54.0575144826,1,1,2,30.8611702006,full,6.07123074494,26
343,54.0887736985,1,1,2,30.8924285113,full,6.10248845164,26
344,54.1200631009,1,1,2,30.9237182154,full,6.13377875974,26
345,54.1512583224,1,1,2,30.9549128334,full,6.16497277375,26
346,54.1825610069,1,1,2,30.9862161209,full,6.19627696741,26
347,54.2138024131,1,1,2,31.0174566219,full,6.22751686443,26
348,54.2451666771,1,1,2,31.0488220933,full,6.2588826376,25
349,54.2762870369,1,1,2,31.0799418497,full,6.29000179004,25
350,54.307564063,1,1,2,31.1112188757,full,6.3212797218,25
351,54.3387906784,1,1,2,31.1424451889,full,6.35250512976,25
352,54.3700864199,1,1,2,31.1737415339,full,6.38380238041,25
353,54.4012870747,1,1,2,31.2049412834,full,6.41500152601,25
354,54.432609078,1,1,2,31.2362641925,full,6.44632473681,25
355,54.4637858863,1,1,2,31.2674400951,full,6.47750003589,24
356,54.4950671382,1,1,2,31.2987222527,full,6.50878309878,24
357,54.52631428,1,1,2,31.3299687905,full,6.54002873134,24
358,54.557591306,1,1,2,31.3612464205,full,6.57130696485,24
359,54.5887617753,1,1,2,31.3924165876,full,6.60247652838,24
360,54.6200934378,1,1,2,31.423749458,full,6.63381030411,24
361,54.6513161291,1,1,2,31.4549706397,full,6.66503058001,24
362,54.682575949,1,1,2,31.486231063,full,6.6962916078,23
363,54.7138019605,1,1,2,31.5174561692,full,6.72751610959,23
364,54.7451459994,1,1,2,31.5488011139,full,6.75886165816,23
365,54.7763167704,1,1,2,31.5799715831,full,6.79003152344,23
366,54.8075865516,1,1,2,31.6112413644,full,6.82130221045,23
367,54.8387983758,1,1,2,31.6424525846,full,6.85251252539,23
368,54.8701089085,1,1,2,31.67376523,full,6.88382547256,23
369,54.9013249585,1,1,2,31.7049794691,full,6.91503910767,22
370,54.932604399,1,1,2,31.7362595135,full,6.94632005785,22
371,54.9638192421,1,1,2,31.7674737526,full,6.97753369296,22
372,55.0000996138,1,1,2,31.8037541248,full,7.01381436735,22
373,55.0263594082,1,1,2,31.8300145227,full,7.04007476522,22
374,55.0575736472,1,1,2,31.8612284595,full,7.07128840033,22
375,55.0888856892,1,1,2,31.8925408032,full,7.10260134796,21
376,55.1200464987,1,1,2,31.923701915,full,7.13376185531,21
377,55.1513582384,1,1,2,31.9550133529,full,7.16507359548,21
378,55.1825785148,1,1,2,31.9862330253,full,7.19629266392,21
379,55.2138796896,1,1,2,32.0175345019,full,7.22759504663,21
380,55.2451093234,1,1,2,32.0487638339,full,7.25882377476,21
381,55.2763923868,1,1,2,32.0800475008,full,7.29010774335,21
382,55.3076075311,1,1,2,32.1112620416,full,7.32132198242,20
